ButtonData,GRUOutput,AttemptNum,Episode,Timestep
0,1.15,12242,1214,12
0,0.53,12268,1216,10
0,1.01,12280,1217,10
1,0.09,12292,1217,22
1,0.47,12310,1221,15
1,0.68,12314,1222,13
0,0.89,12358,1226,23
1,0.35,12366,1228,12
1,0.66,12386,1231,17
0,0.75,12389,1232,12
0,0.95,12398,1234,14
0,0.35,12418,1236,11
0,0.76,12456,1238,24
1,0.5,12468,1241,13
0,0.41,12470,1242,11
0,0.5,12471,1242,12
1,0.52,12474,1242,15
0,0.65,12484,1245,11
1,0.16,12489,1246,11
0,0.35,12498,1248,15
0,0.43,12508,1248,25
0,0.59,12509,1248,26
1,0.38,12530,1250,23
1,0.24,12544,1252,13
0,0.62,12548,1253,13
0,0.58,12552,1254,11
1,0.69,12569,1256,19
0,0.3,12583,1259,10
0,0.87,12591,1260,16
0,0.32,12592,1260,17
0,0.37,12594,1260,19
0,0.35,12614,1262,19
0,0.62,12622,1263,15
1,0.37,12624,1263,17
1,0.0,12638,1264,23
1,0.37,12647,1265,18
0,0.32,12657,1266,19
1,0.69,12664,1267,15
0,0.42,12668,1268,13
0,0.32,12670,1268,15
1,0.41,12671,1268,16
0,0.46,12684,1271,12
1,0.42,12688,1271,16
0,0.31,12689,1272,10
0,0.53,12717,1278,12
0,0.67,12719,1278,14
0,0.33,12728,1280,12
1,0.63,12768,1284,15
0,0.59,12776,1286,12
1,0.07,12787,1288,13
1,0.25,12802,1289,24
0,0.53,12806,1290,13
0,0.5,12807,1290,14
1,0.14,12815,1290,22
0,0.32,12831,1292,15
0,-0.33,12834,1292,18
0,-0.57,12839,1292,23
1,0.56,12855,1294,11
0,0.85,12860,1295,14
0,0.5,12886,1296,19
0,0.56,12888,1296,21
0,0.58,12892,1297,12
0,0.36,12896,1297,16
0,0.59,12910,1298,22
0,0.33,12913,1299,11
0,0.5,12915,1299,13
0,0.77,12916,1299,14
0,0.42,12927,1301,14
1,0.01,12947,1304,22
0,0.35,12948,1305,10
0,0.34,12956,1306,16
0,0.32,12957,1306,17
1,0.58,12959,1306,19
1,0.54,12973,1307,23
0,0.36,13025,1314,12
0,0.6,13026,1314,13
1,0.65,13029,1314,16
0,0.47,13038,1316,15
0,1.0,13039,1316,16
1,0.64,13045,1317,14
0,0.41,13064,1320,12
0,0.57,13065,1320,13
0,0.65,13066,1320,14
1,0.23,13098,1324,28
0,0.73,13101,1325,12
1,0.3,13151,1334,14
1,0.51,13155,1335,13
0,0.52,13158,1337,10
0,0.32,13168,1339,13
0,0.31,13170,1340,10
0,0.89,13194,1344,15
1,0.54,13200,1345,14
0,0.58,13217,1348,14
0,0.52,13227,1349,17
0,0.36,13242,1350,21
1,0.69,13243,1350,22
0,0.54,13250,1351,16
0,0.39,13256,1352,11
0,-0.59,13262,1352,17
1,0.03,13283,1354,13
0,0.43,13287,1355,13
1,0.39,13335,1358,22
0,-0.31,13368,1360,21
0,-0.38,13373,1360,26
0,-0.33,13374,1360,27
0,0.32,13375,1360,28
0,1.1,13378,1361,10
0,0.65,13379,1361,11
0,0.31,13380,1361,12
0,-0.38,13396,1361,28
0,0.41,13401,1362,12
0,0.36,13411,1362,22
0,0.48,13422,1363,12
0,0.38,13442,1364,18
0,0.64,13453,1364,29
0,0.3,13489,1366,23
0,0.89,13501,1368,11
0,0.54,13502,1368,12
1,0.11,13510,1369,14
0,0.43,13513,1370,12
1,0.43,13542,1371,20
0,0.33,13549,1372,16
0,0.78,13552,1372,19
0,0.69,13553,1372,20
0,0.31,13566,1376,12
1,0.61,13568,1376,14
0,0.36,13584,1379,10
0,0.64,13589,1379,15
0,0.37,13605,1380,24
0,0.56,13642,1383,16
1,0.46,13646,1383,20
1,0.68,13651,1385,12
1,0.55,13674,1388,18
0,0.35,13702,1396,10
0,0.48,13717,1399,13
1,0.03,13726,1400,16
0,0.45,13745,1402,17
0,0.41,13748,1402,20
0,0.35,13749,1402,21
0,0.36,13750,1402,22
1,0.58,13752,1402,24
0,0.71,13765,1403,22
0,0.48,13781,1405,11
1,0.57,13794,1405,24
0,0.33,13798,1406,13
0,0.76,13800,1406,15
0,0.47,13805,1406,20
0,0.47,13809,1406,24
1,0.57,13811,1406,26
0,0.34,13825,1407,23
0,0.34,13831,1407,29
1,0.29,13850,1408,27
0,0.84,13852,1409,11
0,-0.33,13862,1409,21
1,0.19,13884,1410,22
0,0.42,13897,1413,14
0,0.55,13898,1413,15
1,0.65,13899,1413,16
0,0.46,13920,1414,30
0,0.64,13936,1415,25
0,0.32,13947,1417,11
1,0.2,13976,1420,13
1,0.53,13983,1421,16
1,0.32,13986,1422,12
0,0.37,13994,1424,15
0,0.39,13995,1424,16
0,0.85,13996,1424,17
1,0.42,13997,1424,18
0,0.48,13999,1425,11
0,0.35,14015,1427,20
0,0.51,14019,1427,24
0,1.03,14020,1427,25
0,0.65,14031,1428,19
0,0.41,14041,1428,29
0,0.48,14055,1429,22
0,0.3,14056,1429,23
0,0.35,14057,1429,24
1,0.57,14059,1429,26
0,0.97,14069,1430,19
0,0.54,14073,1430,23
0,-0.31,14083,1431,12
0,-0.45,14085,1431,14
0,-0.32,14098,1431,27
0,0.78,14110,1432,18
